#####################################################################
# Alchemist log file - simulation started at: 2019-02-25T16:42+0000 #
#####################################################################
# seed = 138.0
#
# The columns have the following meaning: 
# time derr-single-broadcast-rep[Mean] terr-single-broadcast-rep[Mean] derr-single-broadcast-share[Mean] terr-single-broadcast-share[Mean] derr-single-collection-rep[Mean] terr-single-collection-rep[Mean] derr-single-collection-share[Mean] terr-single-collection-share[Mean] derr-single-distance-rep[Mean] terr-single-distance-rep[Mean] derr-single-distance-share[Mean] terr-single-distance-share[Mean] derr-stack-broadcast-rep[Mean] terr-stack-broadcast-rep[Mean] derr-stack-broadcast-share[Mean] terr-stack-broadcast-share[Mean] derr-stack-collection-rep[Mean] terr-stack-collection-rep[Mean] derr-stack-collection-share[Mean] terr-stack-collection-share[Mean] derr-stack-distance-rep[Mean] terr-stack-distance-rep[Mean] derr-stack-distance-share[Mean] terr-stack-distance-share[Mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.000145845683752 0.0 0.004129902919640198 0.0 0.010127925101589852 963.525998434022 0.10197064797964263 637.6642753400661 0.5385707331400428 0.0 0.0 3.071956527080536 0.17725150918399296 2010.0 0.0 2010.0 0.17725150918399296 2010.0 0.0 1868.5164597790622 0.17725150918399296 0.0 0.0 3.071956527080536 0.17725150918399296 
2.0001458456837518 0.0 0.5218062661054934 0.0 0.571097675797438 907.1627139627043 0.8985823413096441 210.43009350780216 1.2333019718228282 0.0 0.9670336516311531 29.792460505406083 0.905419960995081 2010.0 0.9670336516311531 1989.697697869346 0.9329994607967728 1963.9726626512165 0.9670336516311531 1431.007466457209 0.9329994607967728 0.0 0.9670336516311531 29.792460505406083 0.905419960995081 
3.0001458456837526 0.0 1.4813838857940076 0.0 1.2166674845276535 831.2410573728746 1.9492935311035655 28.425043680334543 1.8454146828405376 4.708129516916482 1.8335294551742976 80.42850919868737 1.7067890948823403 2008.4330779587785 1.8845583785551947 1776.0682298134184 1.8275633992276377 1912.8916490941135 1.8845583785551947 698.424473239995 1.8261757514388735 4.708129516916482 1.8335294551742976 80.42850919868737 1.7067890948823403 
4.000145845683753 0.0 2.452533055605415 0.0 1.3909410262832336 759.2461921896911 2.8843261168384666 10.26612802210549 1.982685246911919 5.361213614836306 2.504251864546109 45.91620689512168 2.4605187765811776 2005.5775403670202 2.569400347680455 1447.2221225848473 2.7395158866683293 1858.1753769353782 2.7565518198857175 375.04569926558577 2.7350163423221177 5.361213614836306 2.504251864546109 45.91620689512168 2.4605187765811776 
5.000145845683754 0.0 3.3652119678517924 0.0 1.557135872571576 690.6059941866162 3.806041727670097 8.35210288428812 2.0430173331493053 2.2770366069673442 3.2411268401373583 20.758063092668507 3.2117006034471944 1986.396949306188 3.4603500277468418 999.0647070769248 3.755197302162127 1800.003052036049 3.7552931760140766 272.41389637955393 3.7529520295333674 2.2770366069673442 3.2411268401373583 20.758063092668507 3.2117006034471944 
6.000145845683755 0.0 4.209297986989653 0.0 1.725811854496287 628.4126276156818 4.6987772319686805 7.657367273703083 1.9942647016524588 2.0123036452329384 3.9670215800592783 13.282951692620598 3.7569270716887724 1959.3825393106117 4.605691364300749 545.2779908514416 4.735189810697945 1761.1650898578027 4.819641423368418 309.14141780721786 4.732944538069186 2.0123036452329384 3.9670215800592783 13.282951692620598 3.7569270716887724 
7.000145845683756 0.0 5.082036534443894 0.0 1.8424766499144631 568.1889398068209 5.591794231324054 7.542930425214849 2.3646323182228284 5.242621082868822 4.808110857661047 9.410401276851745 4.291773887156763 1944.6888238598242 5.611574343510763 217.27513256127978 5.74575243743903 1693.9349791922493 5.792848051127517 328.05091358189657 5.736205848536058 5.242621082868822 4.808110857661047 9.410401276851745 4.291773887156763 
8.000145845683756 0.0 5.907224534457639 0.0 1.8302970963805274 509.7829134983881 6.463613613497703 7.550420187237642 2.6676919846721594 6.962293901165792 5.610991912713087 7.645434763210611 4.741558608898514 1924.3577410514154 6.569124894513853 173.4353188974028 6.7579819423632586 1620.7628374897963 6.785517892957896 325.59503277953183 6.7579819423632586 6.962293901165792 5.610991912713087 7.645434763210611 4.741558608898514 
9.000145845683752 0.0 6.680618661501484 0.0 1.984938257104954 449.84169870015734 7.2865961521545675 7.512983203650103 2.696374008865754 8.469334260796483 6.3675513026600665 6.666784867560459 5.0936117268268895 1911.1791979729933 7.512494394699434 248.44092517297605 7.756025415685413 1539.3366668439921 7.7795061125247305 330.5714309371946 7.734419635669772 8.469334260796483 6.3675513026600665 6.666784867560459 5.0936117268268895 
