#####################################################################
<<<<<<< HEAD
# Alchemist log file - simulation started at: 2019-02-26T00:53+0000 #
=======
# Alchemist log file - simulation started at: 2019-02-25T21:52+0000 #
>>>>>>> a211c1c1a65731362697e98cf0b706e5e023ad65
#####################################################################
# seed = 13.0
#
# The columns have the following meaning: 
# time derr-single-broadcast-rep[Mean] terr-single-broadcast-rep[Mean] derr-single-broadcast-share[Mean] terr-single-broadcast-share[Mean] derr-single-collection-rep[Mean] terr-single-collection-rep[Mean] derr-single-collection-share[Mean] terr-single-collection-share[Mean] derr-single-distance-rep[Mean] terr-single-distance-rep[Mean] derr-single-distance-share[Mean] terr-single-distance-share[Mean] derr-stack-broadcast-rep[Mean] terr-stack-broadcast-rep[Mean] derr-stack-broadcast-share[Mean] terr-stack-broadcast-share[Mean] derr-stack-collection-rep[Mean] terr-stack-collection-rep[Mean] derr-stack-collection-share[Mean] terr-stack-collection-share[Mean] derr-stack-distance-rep[Mean] terr-stack-distance-rep[Mean] derr-stack-distance-share[Mean] terr-stack-distance-share[Mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.0002602723432414 0.0 0.004000670707369356 0.0 0.0035343211033102306 940.302752163494 0.10310201443956622 588.2091593195329 0.48807511527531583 0.0 0.0 0.0 0.0 2010.0 0.0 2010.0 0.0 2010.0 0.0 2010.0 0.0 0.0 0.0 0.0 0.0 
2.000260272343241 0.0 0.5117458401844046 0.0 0.4648750479552494 883.6657037026561 0.9063261693211134 201.99562758702538 1.1633560571445054 0.0 0.3684476052494386 20.96244181262355 0.506214223227778 2010.0 0.3684476052494386 1908.2534418881796 0.7642368070842752 1966.3453212839177 0.3684476052494386 1713.1358882093891 0.5824426867666952 0.0 0.3684476052494386 20.96244181262355 0.506214223227778 
3.000260272343241 0.0 1.4564359351044662 0.0 1.1169243532494124 808.0615386501016 1.9806872100086093 40.4563708675074 1.5883482158602942 1.397080597526416 0.8698025537260163 17.539404883905288 1.1476345589246364 1983.8865204646686 1.3775389705804046 1699.2289283684072 1.3920094865160604 1926.456493758827 1.0819196338389834 1332.1753446722262 1.328809782034417 1.397080597526416 0.8698025537260163 17.539404883905288 1.1476345589246364 
4.000260272343241 0.0 2.4446015201460995 0.0 1.4724590023096582 736.267466628453 2.9537539458662097 10.776881064695624 1.713389600077889 8.877177467749235 1.8746588162499351 16.95409204878459 1.953626563145969 1986.3212142684442 2.1603594023916703 1451.3992496959982 2.318326876340596 1868.4850027634916 2.215299396052307 923.3414362132314 2.317611889784844 8.877177467749235 1.8746588162499351 16.95409204878459 1.953626563145969 
5.000260272343241 0.0 3.330614874958047 0.0 1.5913931599012046 673.9043048787854 3.800055402799916 8.697522552883033 1.842198252363729 10.933038047168047 2.7310622995111977 23.743520066261077 2.7501956515282653 1966.4442324462107 3.2600967831918752 1333.063691894448 3.2572625850016363 1807.0952508956384 3.3242400550118267 483.39233774795474 3.2572625850016363 10.933038047168047 2.7310622995111977 23.743520066261077 2.7501956515282653 
6.000260272343241 0.0 4.217469520847737 0.0 1.6506326637014173 611.0153624068407 4.6801602633293165 7.866330376029372 1.729371048973935 6.136800866964886 3.423297064626193 16.51610255767477 3.4330375895776513 1944.3074320933647 4.2321684402992625 1100.0608623733945 4.22746819702387 1760.8414607108439 4.315348677872638 230.2422163444848 4.22746819702387 6.136800866964886 3.423297064626193 16.51610255767477 3.4330375895776513 
7.000260272343241 0.0 5.053969820308124 0.0 1.5993106678465487 546.0177584558606 5.528046743522819 7.576174315271786 1.868445892940919 5.77783030457086 3.9673706306072645 11.499838883783156 4.059999080198518 1923.8758001477222 5.20658776050552 763.8263868658339 5.232843949442297 1725.8596678620042 5.167608312429513 156.0923873376879 5.232843949442297 5.77783030457086 3.9673706306072645 11.499838883783156 4.059999080198518 
8.000153788788744 0.0 5.852340104633954 0.0 1.6125967141870114 478.9130023368717 6.347614217864863 7.533953397724813 2.352067371502049 6.4808667415908845 4.775642145295216 8.848873312753092 4.569247437106536 1909.5028826857085 6.415338778668431 400.8420186927597 6.230607324777529 1658.4818893554684 6.321716510953193 176.2230000186437 6.230607324777529 6.4808667415908845 4.775642145295216 8.848873312753092 4.569247437106536 
9.000062177853897 0.0 6.599413302087177 0.0 1.7212066815250877 425.32665907866425 7.13255433272304 7.51793313879221 2.8797018643927466 7.6263069269553645 5.676807235072201 8.196546914884175 5.053773810159585 1890.7234517125721 7.444544450881201 193.97325006081672 7.224295995577467 1590.196035383439 7.351723224716602 182.53258839760065 7.224295995577467 7.6263069269553645 5.676807235072201 8.196546914884175 5.053773810159585 
