#####################################################################
# Alchemist log file - simulation started at: 2019-02-25T20:17+0000 #
#####################################################################
# seed = 88.0
#
# The columns have the following meaning: 
# time distance-rep[Mean] distance-rep[Max] leader-rep[CountDistinct] distance-share[Mean] distance-share[Max] leader-share[CountDistinct] 
0.0 NaN NaN NaN NaN NaN NaN 
1.0014346165966939 0.0 0.0 499.0 0.0 0.0 68.0 
2.003035393423863 0.0 0.0 115.0 0.0 0.0 66.0 
3.0005189048798284 0.0 0.0 104.0 0.0 0.0 54.0 
4.006174883832811 0.0 0.0 98.0 0.0 0.0 50.0 
5.00144586879794 0.0 0.0 93.0 0.0 0.0 40.0 
6.000344165562864 0.0 0.0 86.0 0.0 0.0 38.0 
7.0031321933477155 0.0 0.0 82.0 0.0 0.0 37.0 
8.000430842942286 0.0 0.0 80.0 0.0 0.0 35.0 
9.003611587774074 0.0 0.0 77.0 0.0 0.0 33.0 
10.00005789642008 0.0 0.0 73.0 0.0 0.0 31.0 
11.00003250175915 0.0 0.0 67.0 0.0 0.0 27.0 
12.000502484945352 0.0 0.0 68.0 0.0 0.0 26.0 
13.00051890487983 0.0 0.0 67.0 0.0 0.0 26.0 
14.00067244079022 0.0 0.0 63.0 0.0 0.0 24.0 
15.002480126275463 0.0 0.0 61.0 0.0 0.0 27.0 
16.00097169105172 0.0 0.0 59.0 0.02470149200353121 7.913111324970288 26.0 
17.00262713124714 0.0 0.0 58.0 0.02470149200353121 7.913111324970288 29.0 
18.00051890487983 0.0 0.0 56.0 0.02200239649030565 6.563563568357523 30.0 
19.00028926979909 0.0 0.0 54.0 0.029551586378240288 9.128077252738592 28.0 
20.00030212616775 0.0 0.0 53.0 0.011295431872763027 4.023653371609697 27.0 
21.00231624280749 0.0 0.0 51.0 0.03010187310407079 13.426873987263633 28.0 
22.002221764493328 0.0 0.0 49.0 0.0 0.0 25.0 
23.00051890487983 0.0 0.0 50.0 0.0 0.0 24.0 
24.00378558937644 0.0 0.0 49.0 0.0 0.0 22.0 
25.001647641364393 0.0 0.0 49.0 0.0 0.0 22.0 
26.000121037982005 0.0 0.0 49.0 0.0 0.0 21.0 
27.00014696162402 0.0 0.0 46.0 0.0 0.0 19.0 
28.00051890487983 0.0 0.0 44.0 0.0 0.0 18.0 
29.000328830777104 0.0 0.0 42.0 0.0 0.0 18.0 
30.0007962876659 0.0 0.0 41.0 0.0 0.0 17.0 
31.001056960021486 0.0 0.0 41.0 0.0 0.0 17.0 
32.00121314353841 0.0 0.0 41.0 0.0 0.0 19.0 
33.000518904879826 0.0 0.0 41.0 0.0 0.0 17.0 
34.00246594886917 0.0 0.0 40.0 0.0 0.0 16.0 
35.00597318382007 0.0 0.0 38.0 0.0 0.0 15.0 
36.000116547941644 0.0 0.0 37.0 0.0 0.0 15.0 
37.00191580526831 0.0 0.0 36.0 0.0 0.0 15.0 
38.000518904879826 0.0 0.0 35.0 0.0 0.0 15.0 
39.001166313646 0.0 0.0 36.0 0.0 0.0 15.0 
40.00342941452994 0.0 0.0 33.0 0.0 0.0 14.0 
41.001303305532744 0.0 0.0 34.0 0.0 0.0 14.0 
42.00005245517576 0.0011286077211758578 0.5643038605879269 33.0 0.0 0.0 14.0 
43.000085696807396 0.0030108805454860253 0.9411364121550889 33.0 0.0 0.0 14.0 
44.00040137141152 0.0030108805454860253 0.9411364121550889 34.0 0.0 0.0 14.0 
45.001720941212625 0.0030108805454860253 0.9411364121550889 34.0 0.0 0.0 14.0 
46.002075348354644 0.0017733656218248926 0.8866828109124469 32.0 0.0 0.0 14.0 
47.001558795066266 0.008959313221776044 3.0841606361115055 33.0 0.0 0.0 14.0 
48.000518904879826 0.06838847035640512 10.529638476478112 32.0 0.0 0.0 15.0 
49.001987999858805 0.06319720373346949 8.361274091502423 30.0 0.0 0.0 15.0 
50.00138571929125 0.08838836320432426 12.619145824752167 29.0 0.0 0.0 15.0 
51.00012390391154 0.08838836320432426 12.619145824752167 27.0 0.0 0.0 15.0 
52.00089130092019 0.07119708505582767 12.619145824752167 24.0 0.0 0.0 15.0 
53.000518904879826 0.08912208268983139 15.37120772466875 26.0 0.0 0.0 15.0 
54.00058171148267 0.058379667240493704 14.699380782886777 24.0 0.0 0.0 15.0 
55.00019003959743 0.029398761565773632 14.699380782886777 24.0 0.0 0.0 15.0 
56.003902299906656 0.05273040810263612 14.699380782886777 23.0 0.0 0.0 15.0 
57.00146061988604 0.02333164653686274 11.66582326843124 24.0 0.0 0.0 15.0 
58.000518904879826 0.02333164653686274 11.66582326843124 24.0 0.0 0.0 15.0 
59.00359708252799 0.022816144907579775 11.408072453789913 23.0 0.0 0.0 15.0 
60.00014950797078 0.0 0.0 23.0 0.0 0.0 15.0 
61.00301311460073 0.0 0.0 23.0 0.0 0.0 15.0 
62.002479864768276 0.0 0.0 25.0 0.0 0.0 15.0 
63.000518904879826 0.0 0.0 24.0 0.0 0.0 15.0 
64.00060158826578 0.0 0.0 24.0 0.0 0.0 15.0 
65.00128116911702 0.0 0.0 25.0 0.0 0.0 15.0 
66.000787241716 0.0 0.0 25.0 0.0 0.0 15.0 
67.00492019827769 0.0 0.0 24.0 0.0 0.0 15.0 
68.00051890487983 0.0 0.0 23.0 0.0 0.0 14.0 
69.00379418917468 0.0 0.0 23.0 0.0 0.0 14.0 
70.0015954621668 0.0 0.0 22.0 0.0 0.0 14.0 
71.00546960088533 0.0 0.0 21.0 0.0 0.0 14.0 
72.00463919169493 0.0 0.0 21.0 0.0 0.0 14.0 
73.00051890487983 0.0 0.0 21.0 0.0 0.0 14.0 
74.00282435913323 0.0 0.0 21.0 0.0 0.0 14.0 
75.00106572986455 0.014497843746967972 4.95989506626384 22.0 0.0 0.0 14.0 
76.00067640130874 0.0 0.0 22.0 0.0 0.0 14.0 
77.0014692182744 0.004578053614440263 2.289026807220125 22.0 0.0 0.0 14.0 
78.00051890487983 0.0 0.0 21.0 0.0 0.0 14.0 
79.0004774369956 0.007860947541304182 3.930473770652071 22.0 0.0 0.0 14.0 
80.00114431730178 0.0 0.0 22.0 0.0 0.0 14.0 
81.0030885088891 0.0 0.0 22.0 0.0 0.0 14.0 
82.00040223621443 0.021367060204215336 10.68353010210771 20.0 0.0 0.0 14.0 
83.00051890487983 0.040867254133461095 12.36826179506491 20.0 0.0054646307804476464 2.7323153902238175 14.0 
84.00167516021298 0.0 0.0 20.0 0.0 0.0 15.0 
85.0003703663775 0.0 0.0 20.0 0.0 0.0 16.0 
86.00352938470532 0.002218268130962647 1.109134065481328 20.0 0.0 0.0 17.0 
87.00090400915137 0.0 0.0 20.0 0.0 0.0 16.0 
88.00051890487983 0.0 0.0 19.0 0.0 0.0 16.0 
89.00808166667393 0.0 0.0 19.0 0.0 0.0 16.0 
90.00254386171177 0.0 0.0 19.0 0.0 0.0 16.0 
91.00010566924733 0.0 0.0 19.0 0.0 0.0 16.0 
92.00224445215127 0.0 0.0 19.0 0.0 0.0 16.0 
93.00051890487983 0.0 0.0 19.0 0.0 0.0 16.0 
94.00030409299765 0.0 0.0 19.0 0.0 0.0 16.0 
95.0015734267163 0.011345239383048654 5.672619691524318 20.0 0.0 0.0 16.0 
96.0015368951361 0.0 0.0 20.0 0.0 0.0 16.0 
97.00497000839147 0.011345239383048654 5.672619691524318 21.0 0.0 0.0 17.0 
98.00051890487983 0.0019061568086441063 0.9530784043220422 21.0 0.0 0.0 17.0 
99.00169004855104 0.0 0.0 20.0 0.0 0.0 17.0 
100.00110435057111 0.002752940023909287 1.3764700119546376 21.0 0.0 0.0 17.0 
101.00376287977048 0.0 0.0 21.0 0.0 0.0 17.0 
102.0013449302808 0.0 0.0 20.0 0.0 0.0 17.0 
103.00051890487983 0.0 0.0 20.0 0.0 0.0 17.0 
104.00258746733141 4.6024296708481215E-5 0.02301214835424048 21.0 0.0 0.0 17.0 
105.00104217294357 0.0 0.0 21.0 0.0 0.0 17.0 
106.0008835321398 0.0 0.0 21.0 0.0 0.0 17.0 
107.0043296641832 0.0 0.0 21.0 0.0 0.0 17.0 
108.00051890487983 0.0 0.0 21.0 0.0 0.0 17.0 
109.0007081731942 0.0 0.0 21.0 0.0 0.0 17.0 
110.00121779625108 0.0 0.0 21.0 0.0 0.0 17.0 
111.00013587865206 0.0 0.0 21.0 0.0 0.0 17.0 
112.00001977477292 0.0 0.0 21.0 0.0 0.0 17.0 
113.00051890487983 0.0 0.0 21.0 0.0 0.0 17.0 
114.00208005533275 0.0 0.0 20.0 0.0 0.0 17.0 
115.0007791743894 0.0 0.0 21.0 0.0 0.0 16.0 
116.00200466517914 0.0 0.0 20.0 0.0 0.0 16.0 
117.00311169519512 0.0 0.0 20.0 0.0 0.0 16.0 
118.00051890487983 0.0 0.0 20.0 0.0 0.0 15.0 
119.00103500772391 0.006574169168403005 3.2870845842014944 20.0 0.0 0.0 15.0 
120.00052291325179 0.017914954768395767 8.957477384197944 20.0 0.0 0.0 14.0 
121.00193524075188 0.017914954768395767 8.957477384197944 18.0 0.0 0.0 14.0 
122.00206791639943 0.017914954768395767 8.957477384197944 19.0 0.0 0.0 14.0 
123.00051890487983 0.017914954768395767 8.957477384197944 18.0 0.0 0.0 14.0 
124.00073032579006 0.045471955292704695 8.957477384197944 19.0 0.0 0.0 14.0 
125.00010968394338 0.08278655265327588 14.894454405352462 18.0 0.0 0.0 14.0 
126.00126646399968 0.043853798987933686 5.44929828079691 17.0 0.0 0.0 13.0 
127.0003621964375 0.045511482300446694 8.99399818507328 17.0 0.0 0.0 13.0 
128.0005189048798 0.033895604372858545 8.99399818507328 18.0 0.0 0.0 13.0 
129.00002592371982 0.09929993702650576 14.008706591988812 18.0 0.0 0.0 14.0 
130.00140664689133 0.10687265845541326 15.126554349289393 18.0 3.1821883617971216E-4 0.15910941808985513 14.0 
131.0014384433001 0.09486072542714899 15.126554349289393 18.0 3.1821883617971216E-4 0.15910941808985513 14.0 
132.00155296840705 0.02187402638122515 6.771685658392869 18.0 3.1821883617971216E-4 0.15910941808985513 14.0 
133.0005189048798 0.009929911553808403 2.2653700710214935 17.0 3.1821883617971216E-4 0.15910941808985513 14.0 
134.0007858764647 0.04259169408103123 7.917860789142907 17.0 0.0 0.0 14.0 
135.00198013512465 0.06450009467071478 8.500033603046546 17.0 0.013109356014226638 6.554678007113324 14.0 
136.00067663625035 0.048842989506712085 8.500033603046546 17.0 1.0433971639207647E-4 0.05216985819603792 14.0 
137.0067653960284 0.02219166384998838 3.5379198767491857 18.0 1.0433971639207647E-4 0.05216985819603792 15.0 
138.0005189048798 0.01759246402102482 3.5379198767491857 18.0 0.0 0.0 15.0 
139.00579985169347 0.05673955422469707 9.125067431124279 19.0 0.0 0.0 16.0 
140.00115660774222 0.055791878351856256 9.702632781359625 19.0 0.0 0.0 18.0 
141.00066950227287 0.06294055141159619 9.702632781359625 19.0 0.0 0.0 17.0 
142.00154851405134 0.034038292082872915 4.780301719589062 19.0 0.0 0.0 17.0 
143.0005189048798 0.023887366725772814 4.376570548122203 18.0 0.0 0.0 17.0 
144.00676940310765 0.08010586028956863 11.323032779674264 18.0 0.0 0.0 17.0 
145.00110544693538 0.07192365357635741 11.323032779674264 18.0 0.0 0.0 17.0 
146.0010610473966 0.05820773125407068 12.813732381563511 18.0 0.0 0.0 17.0 
147.00294310626083 0.05554290359483323 11.323032779674264 18.0 0.0 0.0 17.0 
148.0005189048798 0.040307342936748355 14.552004217228927 18.0 0.0 0.0 16.0 
149.0029212620494 0.05886376851739504 21.823873377954158 18.0 0.0 0.0 16.0 
150.00364448492292 0.08996701212808325 21.823873377954158 18.0 0.0 0.0 15.0 
151.00177127066758 0.07682425585782476 21.823873377954158 18.0 0.0 0.0 14.0 
152.000188508993 0.06864068647153702 21.823873377954158 18.0 0.0 0.0 14.0 
153.0005189048798 0.09000641640321842 25.211389559113456 17.0 0.0 0.0 14.0 
154.0036833493522 0.13014046993220063 25.211389559113456 17.0 0.0 0.0 14.0 
155.00248813082922 0.14539883424551792 32.44249016056864 17.0 0.0 0.0 14.0 
156.00269492452682 0.14401314997858097 32.44249016056864 17.0 0.0 0.0 15.0 
157.00036873999696 0.18386279514845916 32.44249016056864 18.0 0.0 0.0 16.0 
158.00019213592324 0.19284124755229282 35.972566040106585 18.0 0.0 0.0 16.0 
159.0025126334218 0.21268209172762528 43.1634569451798 18.0 0.0 0.0 16.0 
160.00396828160186 0.23116812655926 43.1634569451798 18.0 0.0 0.0 16.0 
161.00143647364132 0.1891057098263769 43.1634569451798 18.0 0.0 0.0 16.0 
