#####################################################################
# Alchemist log file - simulation started at: 2019-02-25T20:24+0000 #
#####################################################################
# seed = 111.0
#
# The columns have the following meaning: 
# time distance-rep[Mean] distance-rep[Max] leader-rep[CountDistinct] distance-share[Mean] distance-share[Max] leader-share[CountDistinct] 
0.0 NaN NaN NaN NaN NaN NaN 
1.000025910119982 0.0 0.0 499.0 0.0 0.0 77.0 
2.000864750025529 0.0 0.0 113.0 0.0 0.0 70.0 
3.0078209219877663 0.0 0.0 97.0 0.0 0.0 59.0 
4.000383310306704 0.0 0.0 96.0 0.0 0.0 51.0 
5.0002003955478465 0.0 0.0 91.0 0.0 0.0 48.0 
6.001679853481662 0.0 0.0 87.0 0.0 0.0 42.0 
7.000999490836318 0.0 0.0 85.0 0.0 0.0 40.0 
8.000617148557467 0.0 0.0 80.0 0.0 0.0 37.0 
9.00066874296277 0.0 0.0 76.0 0.0 0.0 37.0 
10.003663806987863 0.0 0.0 69.0 0.0 0.0 36.0 
11.000952438933059 0.0 0.0 65.0 0.0 0.0 34.0 
12.001290298109836 0.0 0.0 62.0 0.020257905600699875 10.128952800349964 33.0 
13.005025887259404 0.0 0.0 61.0 0.020257905600699875 10.128952800349964 31.0 
14.002869449194739 0.0 0.0 59.0 0.020257905600699875 10.128952800349964 28.0 
15.00289164518519 0.0 0.0 59.0 0.020257905600699875 10.128952800349964 30.0 
16.001446749527823 0.0 0.0 58.0 0.040072304127096295 9.77671752134927 27.0 
17.0001738643904 0.0 0.0 57.0 0.02051886908439779 6.503631486585107 25.0 
18.004807070837355 0.0 0.0 57.0 0.07461726269030662 18.31336601663861 24.0 
19.000306037550654 0.0 0.0 54.0 0.04365200683356326 10.930368038208314 23.0 
20.005295403187517 0.0 0.0 52.0 0.01890683527961391 6.503631486585107 25.0 
21.00006795378117 0.0 0.0 52.0 0.0 0.0 22.0 
22.001682548600577 0.0 0.0 50.0 4.3393598706057665E-4 0.2169679935302895 21.0 
23.005449068582625 0.0 0.0 51.0 4.3393598706057665E-4 0.2169679935302895 20.0 
24.002569371855 0.0 0.0 52.0 4.3393598706057665E-4 0.2169679935302895 22.0 
25.000215226817904 0.0 0.0 48.0 0.0 0.0 23.0 
26.00007044976038 0.0 0.0 47.0 0.004216457986828781 2.1082289934144 20.0 
27.002148290788533 0.0 0.0 45.0 0.009762001427259559 4.88100071362976 20.0 
28.006375577785025 0.0 0.0 44.0 0.0 0.0 22.0 
29.002751590306378 0.0 0.0 41.0 0.0 0.0 23.0 
30.000025277149145 0.0 0.0 40.0 0.0 0.0 21.0 
31.00016800448758 0.0 0.0 40.0 0.02244421909210579 11.222109546052877 21.0 
32.00166401161472 0.0 0.0 40.0 0.02244421909210579 11.222109546052877 21.0 
33.0057298623557 0.0 0.0 39.0 0.0 0.0 23.0 
34.00017272717773 0.0 0.0 37.0 0.0 0.0 22.0 
35.00244364409921 0.0 0.0 35.0 0.0 0.0 22.0 
36.0008267973537 0.0 0.0 34.0 0.0 0.0 22.0 
37.00147019766247 0.0 0.0 34.0 0.0 0.0 21.0 
38.001234722970885 0.0 0.0 33.0 0.0 0.0 21.0 
39.00042357942172 0.0 0.0 29.0 0.0 0.0 18.0 
40.00050419364501 0.0 0.0 30.0 0.0 0.0 18.0 
41.00314974167659 0.0 0.0 30.0 0.0 0.0 18.0 
42.00193229786316 0.0 0.0 30.0 0.0 0.0 18.0 
43.00067551443232 0.0 0.0 31.0 0.0 0.0 18.0 
44.008583255259374 0.0 0.0 31.0 0.0 0.0 18.0 
45.001649245604234 0.0 0.0 31.0 0.0 0.0 18.0 
46.00439864894031 0.0 0.0 31.0 0.0 0.0 18.0 
47.00158513708802 0.0 0.0 30.0 0.0 0.0 18.0 
48.00928712835026 0.0 0.0 31.0 0.0 0.0 18.0 
49.00041716861755 0.0 0.0 32.0 0.0 0.0 18.0 
50.001324487147805 0.0 0.0 32.0 0.0 0.0 17.0 
51.00149178630108 0.0 0.0 35.0 0.0 0.0 17.0 
52.00000714781451 0.0 0.0 32.0 0.0 0.0 20.0 
53.00255198589568 0.0 0.0 32.0 0.0 0.0 19.0 
54.001596045751064 0.0 0.0 32.0 0.0 0.0 19.0 
55.001613045500264 0.0 0.0 31.0 0.0 0.0 18.0 
56.002834087210864 0.0 0.0 30.0 0.0 0.0 18.0 
57.00277388606773 0.0 0.0 30.0 0.0 0.0 18.0 
58.002008642895966 0.0 0.0 29.0 0.0 0.0 18.0 
59.00029653573448 0.0 0.0 31.0 0.0 0.0 18.0 
60.0020092684292 0.0 0.0 30.0 0.0 0.0 18.0 
61.00258624210485 0.0 0.0 31.0 0.0 0.0 18.0 
62.00002681400872 0.0 0.0 30.0 0.0 0.0 19.0 
63.000463410815385 0.0 0.0 30.0 0.0 0.0 19.0 
64.00017043930306 0.0 0.0 30.0 0.0 0.0 19.0 
65.00118954736323 0.0 0.0 31.0 0.0 0.0 19.0 
66.00136768097462 0.0 0.0 29.0 0.0 0.0 19.0 
67.00073320780378 0.0 0.0 29.0 0.0 0.0 19.0 
68.00119031491182 0.0 0.0 30.0 0.0 0.0 19.0 
69.0000477877544 0.0 0.0 30.0 0.0 0.0 19.0 
70.00162454326926 0.0 0.0 29.0 0.0 0.0 19.0 
71.00284448259816 0.0037515202602790986 1.875760130139554 28.0 0.0 0.0 19.0 
72.00222257917372 0.0037515202602790986 1.875760130139554 29.0 0.0 0.0 19.0 
73.00008671801457 0.0037515202602790986 1.875760130139554 27.0 0.0 0.0 19.0 
74.00327087529742 0.0037515202602790986 1.875760130139554 27.0 0.0 0.0 19.0 
75.00166583356402 0.015755229946211265 7.877614973105636 28.0 0.0 0.0 19.0 
76.00140410365928 0.027664356506485167 13.832178253242603 28.0 0.0 0.0 22.0 
77.00119382251579 0.027664356506485167 13.832178253242603 28.0 0.0 0.0 22.0 
