#####################################################################
# Alchemist log file - simulation started at: 2019-02-22T01:56+0000 #
#####################################################################
# seed = 132.0
#
# The columns have the following meaning: 
# time derr-single-broadcast-rep[Mean] terr-single-broadcast-rep[Mean] derr-single-broadcast-share[Mean] terr-single-broadcast-share[Mean] derr-single-collection-rep[Mean] terr-single-collection-rep[Mean] derr-single-collection-share[Mean] terr-single-collection-share[Mean] derr-single-distance-rep[Mean] terr-single-distance-rep[Mean] derr-single-distance-share[Mean] terr-single-distance-share[Mean] derr-stack-broadcast-rep[Mean] terr-stack-broadcast-rep[Mean] derr-stack-broadcast-share[Mean] terr-stack-broadcast-share[Mean] derr-stack-collection-rep[Mean] terr-stack-collection-rep[Mean] derr-stack-collection-share[Mean] terr-stack-collection-share[Mean] derr-stack-distance-rep[Mean] terr-stack-distance-rep[Mean] derr-stack-distance-share[Mean] terr-stack-distance-share[Mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.0003140219882687 0.0 0.30880177192446245 0.0 0.5644189054692883 964.4464807797586 0.1071384471756393 662.4582224455871 0.5602687876014748 0.0 0.0 40.630617737364375 0.4779332894024131 2010.0 0.45506511276736883 2010.0 0.4779332894024131 2010.0 0.0 1575.6512796014265 0.4779332894024131 0.0 0.0 40.630617737364375 0.4779332894024131 
2.000017083200181 0.0 1.0778862323806995 0.0 1.4069264277759266 904.3263810791374 0.8842676984899154 269.92246122973137 1.2345859473921323 37.679230867401685 1.167558570832568 58.61693572673171 1.248354407801969 2010.0 1.228674267007126 1994.2639085924675 1.2982534698572306 1999.044497155773 1.167558570832568 1003.2531030749552 1.2982534698572306 37.679230867401685 1.167558570832568 58.61693572673171 1.248354407801969 
3.00028024744093 0.0 2.074456630970252 0.0 2.3315686563607034 823.6505695007985 1.9258241783578265 71.50196926559727 1.5833360362946165 61.014272643099474 1.7797424452138715 54.79657416433748 2.0307847680535898 2008.9694721520532 2.1327829951840855 1966.2814534564063 2.2098250855297574 1990.4789992792616 1.873221939923634 437.2256324817623 2.2098250855297574 61.014272643099474 1.7797424452138715 54.79657416433748 2.0307847680535898 
4.0001708248170935 0.0 3.0209697411669807 0.0 3.244148412757344 748.8586199553915 2.9182987255746045 20.509874175255508 1.7230689896303206 94.17414482111487 2.143434349267893 26.112871354113935 2.800536592411333 2006.0742524663617 3.136630474841056 1939.1671165775274 3.1868466700460365 1980.9381221870838 2.624754417621297 240.33342153924912 3.1868466700460365 94.17414482111487 2.143434349267893 26.112871354113935 2.800536592411333 
5.0003140219882685 0.0 3.9864051687778113 0.0 4.120764589161763 678.074479748489 3.837252352806429 9.35833853972571 2.024306037622221 119.88226097136773 2.4276868294159364 14.95420656694696 3.458936389380673 2006.318687016164 4.0941834681954274 1884.9099255704054 4.171229780458077 1973.919590391275 3.6174364994810864 207.0162870442971 4.171229780458077 119.88226097136773 2.4276868294159364 14.95420656694696 3.458936389380673 
6.0003140219882685 0.0 4.922963808085601 0.0 4.960666769397072 609.8324760558789 4.7357482682116965 7.756368523432768 2.756989850735143 164.18519147906775 3.276162536888685 9.217937697038812 4.037380018367604 2005.3195147542406 5.1466862223743925 1824.296254459149 5.177217035162713 1961.6331893170618 4.5203405000004695 212.8623670534141 5.177217035162713 164.18519147906775 3.276162536888685 9.217937697038812 4.037380018367604 
7.000068292161789 0.0 5.819930397086242 0.0 5.770797584948979 539.8429048709883 5.609727723942562 7.517836587972812 2.991725524803881 195.25985627979014 3.8150376988022545 7.362888343182707 4.506387370501498 2004.6512686679882 6.098165875756382 1771.553163983209 6.1740635110483035 1945.1392437747033 5.455308213272941 217.3529163506513 6.1740635110483035 195.25985627979014 3.8150376988022545 7.362888343182707 4.506387370501498 
8.000286519159463 0.0 6.730963387690811 0.0 6.510235881188921 476.78326070084967 6.421517802979735 7.507088810891482 2.8097271054386415 216.5245818054253 4.117015284607934 6.001313388726388 4.945954524668395 2000.7707152747375 7.119882407704333 1704.4439616470127 7.175741974903425 1930.6910887556996 6.245364653952326 217.73100989793238 7.175741974903425 216.5245818054253 4.117015284607934 6.001313388726388 4.945954524668395 
9.000314021988268 0.0 7.605767435530172 0.0 7.281247218817238 428.85337605287526 7.259257813596806 7.51724383758451 2.4788967171254317 240.07909033213798 4.466047658127607 5.265932488226828 5.363792425826208 1997.7937685805352 8.1357295589158 1651.009711861904 8.178598006198364 1912.6467779863272 7.356520525415714 217.73100989793238 8.178598006198364 240.07909033213798 4.466047658127607 5.265932488226828 5.363792425826208 
10.000314021988268 0.0 8.4641176488856 0.0 7.953133965894863 377.5213001603317 8.083916646279658 7.5279211049835 2.4045024836349302 262.5233641915445 4.920866572216671 4.817080374733452 5.6931332096527925 1994.9202079235743 9.158301562319267 1582.1378509339836 9.182833761561389 1896.8334947256483 8.130330489637666 217.73100989793238 9.182833761561389 262.5233641915445 4.920866572216671 4.817080374733452 5.6931332096527925 
11.000314021988268 0.0 9.2803591995345 0.0 8.5889218850574 327.45714982881685 8.76867177424955 7.503491092584296 2.1700965933653307 287.4849106324771 5.4764812100079245 4.529894935904517 5.933916070136209 1995.094230442638 10.134196249880837 1499.6296306914417 10.165675614449318 1878.3568023355533 8.97309373308168 217.73100989793238 10.165675614449318 287.4849106324771 5.4764812100079245 4.529894935904517 5.933916070136209 
12.000078883682734 0.0 10.145689741376614 0.0 9.330493787906514 283.39856498445585 9.45617298100818 7.501560549921351 2.2527083579284835 322.1736365699056 6.034367193505661 4.494155109461736 6.071485260337819 1993.5590642518484 11.185426726448712 1488.5126245206961 11.188565460487673 1858.6607270965974 9.79818567723229 217.73100989793238 11.188565460487673 322.1736365699056 6.034367193505661 4.494155109461736 6.071485260337819 
