#####################################################################
# Alchemist log file - simulation started at: 2019-02-25T20:27+0000 #
#####################################################################
# seed = 127.0
#
# The columns have the following meaning: 
# time distance-rep[Mean] distance-rep[Max] leader-rep[CountDistinct] distance-share[Mean] distance-share[Max] leader-share[CountDistinct] 
0.0 NaN NaN NaN NaN NaN NaN 
1.0016316246125077 0.0 0.0 499.0 0.0 0.0 66.0 
2.0020697893725288 0.0 0.0 107.0 0.0 0.0 62.0 
3.000316163675748 0.0 0.0 106.0 0.0 0.0 59.0 
4.00726728546803 0.0 0.0 103.0 0.0 0.0 55.0 
5.000282408960321 0.0 0.0 94.0 0.0 0.0 51.0 
6.000594744749165 0.0 0.0 94.0 0.0 0.0 49.0 
7.0006138775787505 0.0 0.0 78.0 0.0 0.0 46.0 
8.00103186383525 0.0 0.0 78.0 0.0 0.0 41.0 
9.00053413228392 0.0 0.0 74.0 0.0 0.0 38.0 
10.000054099005718 0.0 0.0 73.0 0.0076643168610824874 3.8321584305412273 35.0 
11.001126748115057 0.0 0.0 68.0 0.0076643168610824874 3.8321584305412273 34.0 
12.003540179812344 0.0 0.0 68.0 0.030424256236537647 11.379969687727623 30.0 
13.00103186383525 0.0 0.0 66.0 0.027250443788876255 11.031078048460273 30.0 
14.004988343372535 0.0 0.0 62.0 0.04900427497196118 11.031078048460273 29.0 
15.000143045508127 0.0 0.0 58.0 0.049409873399079055 13.470615147086278 28.0 
16.000026682987805 0.0 0.0 58.0 0.029769852381942796 5.016108293508125 29.0 
17.000229551465956 0.0 0.0 54.0 0.0772819107426476 17.9290043037648 27.0 
18.00103186383525 0.0 0.0 52.0 0.007267963916100587 2.1786084211892387 28.0 
19.003047819316144 0.0 0.0 50.0 0.06375919112256792 17.656246102922154 24.0 
20.00357107636539 0.0 0.0 49.0 0.07323572322909494 17.656246102922154 23.0 
21.00017497929473 0.0 0.0 49.0 0.022955927570919507 5.9836603679673885 24.0 
22.003209304698956 0.0 0.0 48.0 0.09329406394505041 21.713175955691128 22.0 
23.00103186383525 0.0 0.0 49.0 0.0 0.0 24.0 
24.000970492759922 0.0 0.0 50.0 0.0 0.0 22.0 
25.000791888735733 0.0 0.0 47.0 0.0 0.0 20.0 
26.002154556791726 0.0 0.0 47.0 0.0 0.0 21.0 
27.000215680925066 0.0 0.0 46.0 0.0 0.0 20.0 
28.000907591788867 0.0 0.0 42.0 0.0 0.0 20.0 
29.007299839240492 0.0 0.0 45.0 0.0 0.0 20.0 
30.000219180018064 0.0 0.0 42.0 0.0 0.0 20.0 
31.000504569164356 0.0 0.0 43.0 0.0 0.0 18.0 
32.0013712542981 0.0 0.0 41.0 0.0 0.0 18.0 
33.00103186383525 0.0 0.0 40.0 0.0 0.0 17.0 
34.0000670481409 0.0 0.0 37.0 0.0 0.0 18.0 
35.001527612472074 0.0 0.0 38.0 0.0 0.0 18.0 
36.00554971992345 0.0 0.0 37.0 0.0 0.0 18.0 
37.000089032790285 0.0 0.0 35.0 0.0 0.0 17.0 
38.00103186383525 0.0 0.0 36.0 0.0 0.0 16.0 
39.001808899539704 0.0 0.0 34.0 0.0 0.0 16.0 
40.003636847080045 0.0 0.0 34.0 0.0 0.0 16.0 
41.0040505804148 0.0 0.0 33.0 0.0 0.0 16.0 
42.001710166334355 0.0 0.0 34.0 0.0 0.0 16.0 
43.001019963362374 0.0 0.0 36.0 0.0 0.0 16.0 
44.00827748955285 0.0 0.0 37.0 0.0 0.0 15.0 
45.00260053855893 0.0 0.0 35.0 0.0 0.0 15.0 
46.003455695353786 0.0 0.0 32.0 0.0 0.0 15.0 
47.003577846874755 0.0 0.0 31.0 0.0 0.0 15.0 
48.00103186383525 0.0 0.0 29.0 0.0 0.0 15.0 
49.00137242318816 0.0 0.0 30.0 0.0 0.0 15.0 
50.003901350609496 0.0 0.0 30.0 0.0 0.0 15.0 
51.002024766000304 0.0 0.0 31.0 0.0 0.0 15.0 
52.002224313306854 0.0 0.0 31.0 0.0 0.0 15.0 
53.000057872421294 0.0 0.0 32.0 0.0 0.0 15.0 
54.00316878973363 0.0 0.0 28.0 0.0 0.0 15.0 
55.00090273446767 0.0 0.0 28.0 0.0 0.0 15.0 
56.0030466709355 0.0 0.0 27.0 0.0 0.0 15.0 
57.0005270734856 0.0 0.0 26.0 0.0 0.0 14.0 
58.00103186383525 0.0 0.0 26.0 0.0 0.0 14.0 
59.00163680180425 0.0 0.0 26.0 0.0 0.0 14.0 
60.00022499934569 0.0 0.0 26.0 0.0 0.0 14.0 
61.00204081113139 0.0 0.0 26.0 0.0 0.0 14.0 
62.001063665973284 0.0 0.0 26.0 0.0 0.0 14.0 
63.00103186383525 0.0 0.0 25.0 0.0 0.0 15.0 
64.00323467932027 0.0 0.0 24.0 0.0 0.0 14.0 
65.00245862770853 0.0 0.0 25.0 0.0 0.0 14.0 
66.00726931886916 0.0 0.0 24.0 0.0 0.0 14.0 
67.00246700801274 0.0 0.0 24.0 0.0 0.0 14.0 
68.00023188210433 0.0 0.0 22.0 0.0 0.0 14.0 
