#####################################################################
# Alchemist log file - simulation started at: 2019-02-25T20:34+0000 #
#####################################################################
# seed = 145.0
#
# The columns have the following meaning: 
# time distance-rep[Mean] distance-rep[Max] leader-rep[CountDistinct] distance-share[Mean] distance-share[Max] leader-share[CountDistinct] 
0.0 NaN NaN NaN NaN NaN NaN 
1.0005442129415887 0.0 0.0 497.0 0.0 0.0 78.0 
2.000075073778772 0.0 0.0 108.0 0.0 0.0 72.0 
3.000102911425031 0.0 0.0 99.0 0.0 0.0 63.0 
4.0012414600497435 0.0 0.0 96.0 0.0 0.0 54.0 
5.000556832153042 0.0 0.0 85.0 0.0 0.0 48.0 
6.0005442129415885 0.0 0.0 80.0 0.0 0.0 44.0 
7.000075073778772 0.0 0.0 79.0 0.0 0.0 40.0 
8.002463986055483 0.0 0.0 74.0 0.0 0.0 37.0 
9.001305633199042 0.0 0.0 73.0 0.0 0.0 35.0 
10.000360852725853 0.0 0.0 68.0 0.0 0.0 33.0 
11.000544212941588 0.0 0.0 66.0 0.0 0.0 32.0 
12.000075073778772 0.0 0.0 65.0 0.0 0.0 27.0 
13.003424249471133 0.0 0.0 64.0 0.018815867505169347 9.407933752584626 27.0 
14.001415672925496 0.0 0.0 62.0 0.029647536236794864 9.407933752584626 27.0 
15.003706940793816 0.0 0.0 61.0 0.043983882368139625 15.13168833949294 29.0 
16.000544212941588 0.0 0.0 57.0 0.0 0.0 30.0 
17.000075073778774 0.0 0.0 56.0 0.005177699362909302 2.1975063307547487 31.0 
18.00066618157023 0.0 0.0 55.0 0.0 0.0 26.0 
19.000298481277653 0.0 0.0 53.0 0.0 0.0 25.0 
20.001248598784105 0.0 0.0 50.0 0.0 0.0 25.0 
21.000544212941588 0.0 0.0 47.0 0.0 0.0 24.0 
22.000075073778774 0.0 0.0 49.0 0.007875442387063588 3.937721193531786 21.0 
23.003971352730797 0.0 0.0 44.0 0.0 0.0 22.0 
24.000625005243535 0.0 0.0 43.0 0.0 0.0 21.0 
25.001291354563683 0.0 0.0 43.0 0.0 0.0 21.0 
26.000544212941588 0.0 0.0 43.0 0.0 0.0 21.0 
27.000075073778774 0.0 0.0 46.0 0.0 0.0 21.0 
28.00189287915878 0.0 0.0 44.0 0.0 0.0 21.0 
29.00062049409489 0.0 0.0 42.0 0.0 0.0 21.0 
30.00040619839615 0.0 0.0 43.0 0.0 0.0 21.0 
31.000544212941588 0.02184395703944075 10.921978519720398 44.0 0.0032820710310845634 1.6410355155422849 21.0 
32.000075073778774 0.02184395703944075 10.921978519720398 42.0 0.0032820710310845634 1.6410355155422849 22.0 
33.001454454452976 0.02184395703944075 10.921978519720398 42.0 0.0 0.0 22.0 
34.00161175291305 0.02184395703944075 10.921978519720398 39.0 0.0 0.0 22.0 
35.0012427966137 0.014026848725551091 7.013424362775567 38.0 0.0 0.0 22.0 
36.000478984101704 0.014026848725551091 7.013424362775567 37.0 0.0 0.0 23.0 
