#####################################################################
<<<<<<< HEAD
# Alchemist log file - simulation started at: 2019-02-25T23:44+0000 #
=======
# Alchemist log file - simulation started at: 2019-02-25T17:23+0000 #
>>>>>>> 6472a5a88d5d4e863902070c6e2e8c2f62ecda62
#####################################################################
# seed = 68.0
#
# The columns have the following meaning: 
# time derr-single-broadcast-rep[Mean] terr-single-broadcast-rep[Mean] derr-single-broadcast-share[Mean] terr-single-broadcast-share[Mean] derr-single-collection-rep[Mean] terr-single-collection-rep[Mean] derr-single-collection-share[Mean] terr-single-collection-share[Mean] derr-single-distance-rep[Mean] terr-single-distance-rep[Mean] derr-single-distance-share[Mean] terr-single-distance-share[Mean] derr-stack-broadcast-rep[Mean] terr-stack-broadcast-rep[Mean] derr-stack-broadcast-share[Mean] terr-stack-broadcast-share[Mean] derr-stack-collection-rep[Mean] terr-stack-collection-rep[Mean] derr-stack-collection-share[Mean] terr-stack-collection-share[Mean] derr-stack-distance-rep[Mean] terr-stack-distance-rep[Mean] derr-stack-distance-share[Mean] terr-stack-distance-share[Mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.000005426646743 0.0 0.0037637692138103207 0.0 0.0914992834442271 959.5713864491247 0.10840679516959281 622.0451622398709 0.49660214409731923 0.0 0.0 8.545008795841598 0.6236550422460398 2010.0 0.0 2010.0 0.6236550422460398 2010.0 0.0 1716.9736043811624 0.6236550422460398 0.0 0.0 8.545008795841598 0.6236550422460398 
2.000005426646743 0.0 0.5389269512915436 0.0 0.732288885591878 905.6052956318578 0.915215212429117 236.39668767308805 1.131666869738933 2.7483274715686976 1.4587843014066737 20.33807725435323 1.3533813224252182 2010.0 1.4587843014066737 1923.2396780480206 1.4691928910345688 1945.8311243873436 1.4587843014066737 1266.9803889743837 1.4691928910345688 2.7483274715686976 1.4587843014066737 20.33807725435323 1.3533813224252182 
3.000005426646744 0.0 1.5165554016901313 0.0 1.5716680222761819 829.5489370831291 1.9714996787337982 53.97412443022384 1.5668359950253419 1.979821944880479 2.0201213751009317 32.90892400035573 2.175306958962478 2008.862238651276 2.038999115464536 1769.9811481297331 2.404365115596742 1908.1054763142633 2.346400192637504 676.1811622483448 2.404365115596742 1.979821944880479 2.0201213751009317 32.90892400035573 2.175306958962478 
4.000005426646744 0.0 2.4740577635998395 0.0 1.7749514317747512 751.4139348751366 2.907945459428394 8.932594951661486 1.854187636261169 1.5502533849556894 2.8125221652339474 26.50864729929104 2.9055935744558035 1992.9575698807105 2.975556509178278 1458.3281440612495 3.3601075812800407 1867.821736582259 3.279579552536158 318.0224296118905 3.3601075812800407 1.5502533849556894 2.8125221652339474 26.50864729929104 2.9055935744558035 
5.000005426646745 0.0 3.4121345445616074 0.0 1.5527538041980586 682.1279219631821 3.8669982001885197 7.219817243217505 2.330610778775061 3.941578242976296 3.7209957899466373 15.48091384225278 3.565888706915629 1971.3979171224478 4.2108857582788515 978.7239061239768 4.360369885107488 1795.2174633730056 4.399090499405158 171.87085266222746 4.360369885107488 3.941578242976296 3.7209957899466373 15.48091384225278 3.565888706915629 
<<<<<<< HEAD
6.000005426646746 0.0 4.31816473031148 0.0 1.6552534246816584 616.7131868474855 4.796948353580419 7.1909822166899975 2.810875589467584 6.184519931372327 4.569036493628693 11.719193810007358 4.077532183805783 1961.8481942961582 5.1572200359640865 661.3945827825835 5.3457486381282235 1716.6193024726354 5.370707014501983 146.05224097247574 5.3457486381282235 6.184519931372327 4.569036493628693 11.719193810007358 4.077532183805783 
7.000005426646747 0.0 5.157857629832594 0.0 1.8136628023739672 551.4862253113188 5.705467634720151 7.236289019363758 3.1546356810418597 6.378408985056719 5.373759137749883 9.047771593766702 4.5921991295028946 1945.4391912299097 6.194851868581067 415.11953911742637 6.343196330006499 1640.9239167630237 6.358799109739984 153.35031121951533 6.343196330006499 6.378408985056719 5.373759137749883 9.047771593766702 4.5921991295028946 
8.000005426646748 0.0 5.900576843796299 0.0 1.7771980285070201 489.7924491279104 6.634405420162246 7.214578246161282 3.4665441399771275 6.483655104296777 6.065432405136958 7.837528483299421 5.007097328396594 1921.1301307478327 7.17758882133144 223.92095781512947 7.339439810586331 1573.8661631870373 7.3208436922469975 153.8283367602875 7.339439810586331 6.483655104296777 6.065432405136958 7.837528483299421 5.007097328396594 
9.000005426646744 0.0 6.684093144147988 0.0 1.6954847715267733 436.0869754099379 7.583801289444378 7.2085407589256505 4.073637473247739 6.307417339513163 6.880246806321913 7.1087850221411975 5.335262282134932 1904.0582605534041 8.21339144319914 148.26892400375934 8.344332297970752 1510.8521378669002 8.320937009557028 153.84475102229044 8.344332297970752 6.307417339513163 6.880246806321913 7.1087850221411975 5.335262282134932 
10.00000542664674 0.0 7.314103982115721 0.0 1.829562623305967 385.5382502362055 8.58392568871164 7.187968717135557 4.735830856553118 5.822138687517759 7.678233494848405 6.853140127433534 5.522643143749891 1877.8119365020632 9.253819915190881 153.37575591301828 9.358374983769673 1444.2134677702002 9.401372432233906 153.84475102229044 9.358374983769673 5.822138687517759 7.678233494848405 6.853140127433534 5.522643143749891 
11.000005426646737 0.0 7.981076545995245 0.0 1.907976672476499 338.74347073917573 9.535004070466433 7.205227594776745 5.417403428555798 5.498575453566647 8.381854455676883 6.274428494451413 5.655531278240672 1855.5279545276262 10.225924763691328 153.84475102229044 10.342358422193696 1380.8003071969604 10.355396645948908 153.84475102229044 10.342358422193696 5.498575453566647 8.381854455676883 6.274428494451413 5.655531278240672 
12.000005426646734 0.0 8.642382774960982 0.0 1.8751176412722035 297.1207908156906 10.461407704388076 7.28515818179612 5.750549662998662 7.0899068112991666 9.145393445783206 5.703194541216504 5.7510243915699295 1833.038405643344 11.235929532564045 153.84475102229044 11.34318345372813 1320.5893151317887 11.341858282130405 153.84475102229044 11.34318345372813 7.0899068112991666 9.145393445783206 5.703194541216504 5.7510243915699295 
