#####################################################################
# Alchemist log file - simulation started at: 2019-09-18T14:32+0000 #
#####################################################################
# seed = 128.0, stage_width = 2000
#
# The columns have the following meaning: 
# time rep-bcast[Sum] rep-ccast[Sum] share-bcast[Sum] share-ccast[Sum] 
0.0 NaN NaN NaN NaN 
1.000037564911342 NaN NaN NaN NaN 
2.000037564911342 NaN NaN NaN NaN 
3.0000044799812535 NaN NaN NaN NaN 
4.0000102423332065 NaN NaN NaN NaN 
5.000037564911344 NaN NaN 3.939921973396678 NaN 
6.000037564911345 NaN NaN 3.107044247746453 NaN 
7.000037564911346 NaN NaN 2.506116717651022 NaN 
8.000037564911347 NaN NaN 3.596703415171556 NaN 
9.000037564911343 NaN NaN 2.912246908167525 3.3997477290686664 
10.00003756491134 NaN NaN 3.9044599603313817 3.3997477290686664 
11.000037564911336 NaN NaN 3.2938763420753725 4.851239289452073 
12.000037564911333 NaN NaN 4.433805621697281 3.2218829150255193 
13.00003756491133 NaN NaN 3.6420556095994954 3.2218829150255193 
14.000037564911326 NaN NaN 3.4576706126147556 4.538852182863506 
15.000036646976808 NaN NaN 2.8486894150538404 2.832501031218298 
16.00003756491132 NaN NaN 2.5838200978783323 3.4768183455322 
17.000037564911317 NaN NaN 3.626133684171071 3.4768183455322 
18.000037564911313 NaN NaN 2.8123284869881164 3.803612719851909 
19.00003756491131 NaN NaN 4.167718237743282 3.1993939860799543 
20.000037564911306 NaN NaN 3.598556118444753 3.1993939860799543 
21.000037564911302 NaN NaN 2.8061286961855956 4.615021199686922 
22.0000375649113 NaN NaN 2.723178732316274 4.582152925217031 
23.000037564911295 NaN NaN 2.709141985248511 4.582152925217031 
24.000033103120856 NaN NaN 2.709141985248511 3.9688743508111877 
25.00003756491129 23.739523641838133 NaN 4.1706232029383585 3.9688743508111877 
26.000037564911285 24.612310401217567 NaN 3.4113040743421763 3.6033610633081103 
27.00003756491128 25.84677183762536 NaN 3.0265624097155275 3.683192568242198 
28.000037564911278 27.088801427365343 NaN 4.268591999455509 3.683192568242198 
29.000037564911274 26.55084222222124 NaN 2.2167202565378368 3.8755042373404187 
30.00003756491127 27.63803596882788 NaN 3.303914003144474 4.3412035974955465 
31.000037564911267 27.63803596882788 NaN 3.303914003144474 4.45942216581313 
32.00003756491127 29.43360356529619 NaN 2.107202593290154 4.45942216581313 
33.00003756491128 27.021019345733833 NaN 2.98646539732421 3.3867249257828504 
34.000037564911295 28.095392076149842 NaN 4.060838127740219 3.8330417544811866 
35.00003756491131 25.739032990013765 NaN 3.5667439900974713 3.0800163783675103 
36.000037564911324 26.603156531455998 NaN 3.1723813602670248 3.0800163783675103 
37.00003756491134 23.517148181811642 NaN 4.322527148434993 3.864427183872273 
38.00003756491135 24.688304750646438 NaN 2.917630921610183 3.258444929413713 
39.000037564911366 25.43198401795432 NaN 3.6613101889180655 3.258444929413713 
40.00003756491138 26.713677107367282 NaN 3.279329668792208 4.003130764639579 
41.000037564911395 27.845589621338917 NaN 3.084265839723763 3.1065026219716145 
42.00003756491141 27.845589621338917 NaN 3.084265839723763 3.1065026219716145 
43.00003756491142 25.066923583747982 NaN 3.1734111805024767 4.11486568082703 
44.00003756491144 26.49548432512218 NaN 3.177297707541875 4.11486568082703 
45.00003756491145 26.079878545189075 NaN 4.0682852565293075 3.2293032922067013 
46.000037564911466 26.079878545189075 NaN 4.0682852565293075 4.897918950875528 
47.00003756491148 27.20790709985301 NaN 3.444271485029944 4.399518390963436 
48.000037564911494 28.20593335174391 NaN 4.4422977369208425 4.399518390963436 
49.00003756491151 27.103907207506143 24.43976029254228 3.1913458208325665 3.9461321638985325 
50.00003756491152 26.49408936598783 24.43976029254228 3.0011769228139755 3.9461321638985325 
51.00003756491154 26.49408936598783 24.888562316814177 3.0011769228139755 3.141666140995028 
52.00003756491155 25.99147482067592 26.307813087690665 4.1581659705094225 4.560916911871516 
53.000037564911565 23.76327130495223 26.409981904428314 3.199015249750367 3.9518402076721415 
54.00003756491158 24.995942262133635 24.00548540589495 3.1100974232804433 2.799346559836799 
55.000037564911594 26.055653987249517 24.00548540589495 4.169809148396325 2.799346559836799 
56.00003756491161 27.33859150584917 25.711461652104283 4.03349589611949 4.505322806046131 
57.00000662662283 25.496604535546794 25.711461652104283 3.5460447969316107 4.505322806046131 
58.000037564911636 25.222946680260875 25.385840724811978 3.5169924535421373 3.8355871755030577 
59.00003756491165 26.551722800161443 26.386732107738766 3.1397923272333728 3.776766833313964 
60.000037564911665 27.5228267659151 26.869697265401022 2.640949623811025 3.856057276410624 
61.00003756491168 24.363987475557202 26.39292729285856 2.7209453557247656 3.4782384314224757 
62.00003756491169 24.363987475557202 26.39292729285856 2.7209453557247656 3.4782384314224757 
63.00003756491171 24.859784645497157 24.86354584272896 3.181490907008488 3.805506759837307 
64.00003756491172 25.851358784613595 24.86354584272896 2.716876421168749 3.805506759837307 
65.00003756491174 26.76346483360284 25.680438103657558 3.628982470157993 3.314087207479602 
66.00003756491175 26.27031896071839 25.80456470551526 3.0886015256262453 3.500376594851339 
67.00003756491176 24.203239078603858 25.80456470551526 4.19823818400981 3.500376594851339 
68.00003756491178 24.203239078603858 27.71186487854817 4.19823818400981 3.8128594196867027 
69.00003756491179 25.474909030336903 29.180292572473974 3.9093366075063756 4.3691810646232625 
70.0000375649118 26.960212864010174 29.180292572473974 3.9888207499089816 4.3691810646232625 
71.00003756491182 26.663280064732206 25.55581042394767 3.3126309923623722 3.6688142757098205 
72.00003756491184 27.59148864020068 26.590081516742238 2.7724118739050425 4.703085368504389 
73.00003756491185 28.30378079141883 24.87977714938294 3.484704025123193 4.9011698967752295 
74.00003756491186 29.11060597753651 25.026905511763815 2.766595837987097 5.940001175692572 
75.00003756491188 28.420438115194827 25.026905511763815 3.745043634314243 5.940001175692572 
76.00003756491189 30.173563244002764 26.193215126540593 2.994143190323726 3.461687965841307 
77.0000375649119 30.173563244002764 27.599536507208512 2.994143190323726 4.155717195291075 
78.00003756491192 25.94314444135545 25.649060765366393 2.3651392693415545 5.278627103198204 
79.00003756491193 26.59905868381413 25.649060765366393 3.0210535118002326 5.278627103198204 
80.00003756491195 26.75302532693835 27.112205685305632 4.511650408069897 3.2033739118846825 
81.00003756491196 NaN NaN NaN NaN 
82.00003756491198 NaN NaN NaN NaN 
83.00003756491199 NaN NaN NaN NaN 
84.000037564912 NaN NaN NaN NaN 
85.00003756491202 NaN NaN 2.5299416185106196 NaN 
86.00003756491203 NaN NaN 3.9231089212916146 NaN 
87.00003756491205 NaN NaN 3.9231089212916146 NaN 
88.00003756491206 NaN NaN 2.696201147464862 NaN 
89.00003756491208 NaN NaN 2.5317314719273583 NaN 
90.00003756491209 NaN NaN 2.5317314719273583 NaN 
91.0000375649121 NaN NaN 3.534696758350208 NaN 
92.00003756491212 NaN NaN 3.534696758350208 NaN 
93.00003756491213 NaN NaN 3.658087418861456 NaN 
94.00003756491215 NaN NaN 3.6044931404876763 NaN 
95.00003756491216 NaN NaN 3.6044931404876763 NaN 
96.00003756491218 NaN NaN 3.782211739793496 NaN 
97.00003756491219 NaN NaN 2.7159044122151954 NaN 
98.0000375649122 NaN NaN 2.8290415061242413 3.7695579953791025 
99.00003756491222 NaN NaN 2.8290415061242413 4.794412106478816 
100.00003756491223 NaN NaN 3.3599926587944537 4.560872782480814 
101.00003756491225 NaN NaN 3.055012734837078 4.14312698460499 
102.00003756491226 NaN NaN 3.055012734837078 4.14312698460499 
103.00003756491228 NaN NaN 2.9226995402992912 4.805545987430946 
104.00000240855576 NaN NaN 2.9226995402992912 3.0430627996253037 
105.0000375649123 NaN NaN 3.5648800245335366 3.9099591218144383 
106.00003756491232 NaN NaN 3.5648800245335366 4.805900465668103 
107.00003756491233 24.58889062814103 NaN 3.4628999903098787 3.695970089005513 
108.00003756491235 26.203217965237044 NaN 3.968759498786312 3.328109681641905 
109.00003756491236 27.381796796744027 NaN 2.5852335974641107 4.450581661313649 
110.00003756491238 27.381796796744027 NaN 2.5852335974641107 5.610648448873945 
111.00003756491239 24.920556756193122 NaN 2.842371106358371 6.340834903026604 
112.0000375649124 24.920556756193122 NaN 2.842371106358371 7.545878757068493 
113.00003756491242 26.479883878463397 NaN 3.2792262489569026 3.9412201828858997 
114.00003756491243 24.69235611382385 NaN 3.3737644123610124 4.727521463019713 
115.00003756491245 26.28505723563788 NaN 4.236279080022385 5.495600252877466 
116.00003756491246 26.28505723563788 NaN 4.236279080022385 3.486173291008683 
117.00003406013134 26.254761973597113 NaN 2.907775509954945 4.253573027195898 
118.00003756491249 27.537106978041294 NaN 2.2951607190034906 4.340874276556434 
119.0000375649125 27.537106978041294 NaN 2.2951607190034906 3.87537455640782 
120.00003756491252 24.309242236624854 NaN 3.0289675895542274 4.772393919282251 
121.00003756491253 24.309242236624854 NaN 3.0289675895542274 3.0136227449356454 
122.00003756491255 26.014639100884338 NaN 3.392458253488769 3.9379046586788036 
123.00003756491256 25.078553984598386 NaN 3.2806448770665497 3.9379046586788036 
124.00003756491257 24.97074021711768 NaN 3.654214552251247 3.659848678705771 
125.00003756491259 26.207009587992033 NaN 4.0551851119815865 4.8812044878973495 
126.0000375649126 26.207009587992033 NaN 4.0551851119815865 3.9284180003526075 
127.00003756491262 27.701944914493083 NaN 3.402687897974559 4.133501667499928 
128.00003756491262 27.701944914493083 NaN 3.402687897974559 3.299313659330764 
129.00003756491256 26.08094502722885 NaN 3.169023615266937 4.800510302698726 
130.0000375649125 25.9034548197056 NaN 2.7066223666198255 4.345158129064174 
131.00003756491245 25.9034548197056 NaN 2.7066223666198255 4.126613827410708 
132.0000375649124 25.435275414351153 NaN 4.0012806273081765 5.216770588306289 
133.00003756491233 26.31205902809748 NaN 3.395217467233124 4.370237296824087 
134.00003756491228 27.096668913667656 NaN 2.903436327955717 4.2929486384871325 
135.00003756491222 27.096668913667656 NaN 2.903436327955717 3.7186909860897686 
136.00003756491216 24.49089917052477 NaN 3.5400783815440775 2.378374921678301 
137.0000375649121 26.042933757071907 NaN 2.7412035893351856 2.378374921678301 
138.00003756491205 26.042933757071907 NaN 2.7412035893351856 3.7146831976995145 
139.000037564912 25.646243759382628 NaN 2.6976537043866813 4.665904691431535 
140.00003756491193 25.646243759382628 NaN 2.6976537043866813 4.125192209970322 
141.00003756491188 23.666260376760178 NaN 2.8300228574596815 5.06068645417605 
142.00003756491182 24.949218104897724 NaN 3.161759091865207 3.104773206150611 
143.00003756491176 26.362258012301893 NaN 3.388712666246647 4.422763461095997 
144.0000375649117 27.551761088148808 NaN 3.642721497887834 4.422763461095997 
145.00003756491165 27.551761088148808 NaN 3.642721497887834 3.53588073591564 
146.0000375649116 25.25094759044498 NaN 3.6546763532363116 3.2805373199255143 
147.00003756491154 23.907842996945476 NaN 3.9763128564435135 3.2805373199255143 
148.00003756491148 23.907842996945476 NaN 3.9763128564435135 3.5038108402225987 
149.00003756491142 25.377584639355945 NaN 3.5813020668025786 3.2894105543108196 
150.00003756491137 23.498904366972056 NaN 2.326586585157486 4.584552366209806 
151.0000375649113 23.498904366972056 NaN 2.326586585157486 3.9294397334130338 
152.00003756491125 24.835241686633793 NaN 3.6629239048192233 3.9294397334130338 
153.0000375649112 26.370571768565554 NaN 2.7122410418596985 5.147090517036503 
154.00003756491114 26.932681259964255 NaN 3.0661953895356646 6.0642593526164035 
155.00003756491108 26.932681259964255 NaN 3.0661953895356646 3.085144895408888 
156.00003756491103 26.932681259964255 NaN 3.0661953895356646 3.9486840321385728 
157.00003756491097 25.44690540567288 NaN 3.0041047814962667 3.4780572186105587 
158.0000375649109 27.129423271138762 NaN 3.543900536184509 3.4287702562864126 
159.00003090680346 27.129423271138762 NaN 3.543900536184509 4.729220931809948 
160.0000375649108 24.74538847283253 NaN 3.3930900806874433 3.810690699765246 
161.00003756491074 26.182474425364944 NaN 3.5409945225122215 4.648095965414711 
162.00003756491068 27.223483459378258 NaN 3.281552881002 3.317039304115582 
163.00003756491063 25.63399097876089 NaN 2.994514398977998 4.568228294004598 
164.00003756491057 25.63399097876089 NaN 2.994514398977998 5.631938647618284 
165.00002698223912 27.346329037363688 NaN 3.8694471919313287 3.577542711875708 
166.00003756491046 27.346329037363688 NaN 3.8694471919313287 3.387326880568878 
167.0000375649104 26.815726011311114 NaN 3.8735017985777347 3.739031752662754 
168.00003756491034 27.15875704452037 NaN 2.9281947559528305 3.203840654640004 
169.0000375649103 26.927618234394373 NaN 3.2395793066759495 4.2772445078607575 
170.00003756491023 25.133759100052544 NaN 3.4095976901417657 3.8174771432244086 
171.00003756491017 25.133759100052544 NaN 3.4095976901417657 3.8174771432244086 
172.00003756491012 25.28711153482405 NaN 3.5434996557472687 3.3681827691666797 
173.00003756491006 25.45395313295714 NaN 2.9027765607377773 2.77438571573569 
174.00003756491 25.45395313295714 NaN 2.9027765607377773 3.7345960502722164 
175.00003756490995 26.730703525933222 NaN 3.124437953583481 3.5057939514591396 
176.0000375649099 28.19046339501969 NaN 1.8925813322529734 2.8416299708349015 
177.00003756490983 28.19046339501969 NaN 1.8925813322529734 3.9809386215744382 
178.00003756490977 27.19346319618117 NaN 3.3815940783057385 3.6298113265414145 
179.00003756490972 28.744344162915667 NaN 2.934774004014912 3.096308866319646 
180.00003756490966 28.744344162915667 NaN 2.934774004014912 4.326271914942311 
181.0000375649096 27.197678985548805 NaN 3.3681339204676988 4.326271914942311 
182.00003756490955 28.158370199081986 NaN 3.40320203605782 4.067927978634515 
183.0000375649095 29.13961287300711 NaN 3.458187301118244 4.161711868809988 
184.00003756490943 29.13961287300711 NaN 3.458187301118244 4.161711868809988 
185.00003756490938 26.19321197764401 NaN 2.82795613816819 4.399711719826655 
186.00003756490932 26.19321197764401 NaN 2.82795613816819 3.571266141746861 
187.00003756490926 25.530102811294398 NaN 3.74704247520566 4.658837465859534 
188.0000375649092 25.530102811294398 NaN 3.74704247520566 3.5271972638300326 
189.00003756490915 23.59446105910527 NaN 2.362265305357937 3.5271972638300326 
190.0000375649091 25.132318191518323 NaN 2.8125511136583157 4.969046866255013 
191.00003756490904 25.132318191518323 NaN 2.8125511136583157 3.7046908887291465 
192.00003756490898 25.747625992279126 NaN 3.4961104506156175 3.02133920713203 
193.00003756490892 24.6437881546274 NaN 3.3464351403081025 4.1988086865916046 
194.00003756490887 25.174732664443468 NaN 2.8791415839025944 3.830131459694144 
195.0000375649088 23.708266560281288 NaN 3.614701915936621 3.7187651767897307 
196.00003756490875 23.708266560281288 NaN 3.614701915936621 3.5020440853122636 
197.0000375649087 22.71616307010666 NaN 2.967565531203803 3.5020440853122636 
198.00003756490864 22.71616307010666 NaN 2.967565531203803 4.673561623767597 
199.00003756490858 24.412403461262898 NaN 3.309071201797167 3.480389401830138 
200.00003756490852 24.845976432918008 NaN 3.749437800184751 4.836485683418857 
201.00003756490847 24.845976432918008 NaN 3.749437800184751 NaN 
202.0000375649084 NaN 136.65334949261123 NaN NaN 
203.00003756490835 NaN 138.111069759477 NaN NaN 
204.0000375649083 NaN 138.111069759477 NaN NaN 
205.00003756490824 NaN 140.43700159756622 2.823406961541423 NaN 
206.00003756490818 NaN 140.43700159756622 3.9780931739473147 NaN 
207.00003756490813 NaN 142.19054160648417 2.160665696624619 NaN 
208.00003756490807 NaN 142.19054160648417 2.9449675435523943 NaN 
209.000037564908 NaN 144.02676878017314 3.3623004859120442 NaN 
210.00003756490796 NaN 144.02676878017314 2.998541096404523 NaN 
211.0000375649079 NaN 145.57958657117697 2.998541096404523 NaN 
212.00003756490784 NaN 146.76291491531956 4.40283648055771 NaN 
213.00003756490779 NaN 148.1346655827673 3.6450914759977024 NaN 
214.00003756490773 NaN 148.1346655827673 3.1736336202008317 NaN 
215.00003756490767 NaN 149.75482735256662 3.38815476200557 NaN 
216.00003756490761 NaN 149.75482735256662 4.083357578858681 NaN 
217.00003756490756 NaN 151.54425182292204 3.778125138238721 NaN 
218.0000375649075 NaN 153.20768954083877 3.0973124611877267 3.5628413463051345 
